,customer,campaign,result
10294,266,79,1
10295,628,40,0
10296,1685,24,1
10297,1326,98,0
10298,886,62,0
10299,699,93,0
10300,384,53,1
10301,2115,34,0
10302,427,97,1
10303,205,70,0
10304,1271,62,1
10305,1568,74,1
10306,1662,79,1
10307,1710,56,0
10308,288,49,0
10309,900,71,0
10310,867,72,1
10311,2180,83,0
10312,402,73,1
10313,2098,42,0
10314,722,16,0
10315,2055,14,0
10316,2218,38,0
10317,1099,12,0
10318,564,97,1
10319,1301,53,1
10320,347,78,0
10321,1284,13,1
10322,194,41,0
10323,1314,39,0
10324,1729,20,0
10325,18,64,1
10326,2073,3,0
10327,805,86,1
10328,1040,73,1
10329,2098,31,0
10330,604,53,1
10331,1223,22,0
10332,2056,62,0
10333,295,98,0
10334,181,77,0
10335,852,9,0
10336,1918,97,0
10337,553,83,0
10338,1033,42,0
10339,612,91,0
10340,739,22,0
10341,916,80,1
10342,570,90,0
10343,364,5,0
10344,1692,41,0
10345,1449,75,1
10346,175,70,0
10347,989,21,1
10348,1923,22,1
10349,1953,76,0
10350,875,23,1
10351,1990,2,0
10352,191,75,1
10353,1138,31,0
10354,707,34,0
10355,1131,46,1
10356,1420,93,0
10357,1743,82,0
10358,680,41,0
10359,2117,94,0
10360,848,73,0
10361,920,12,0
10362,1883,42,0
10363,301,25,1
10364,1446,60,1
10365,913,7,0
10366,1702,29,1
10367,886,2,0
10368,1853,38,1
10369,2046,1,0
10370,844,44,1
10371,697,59,0
10372,479,82,0
10373,145,86,0
10374,1774,84,1
10375,1105,47,0
10376,1955,90,0
10377,1408,58,0
10378,1510,61,0
10379,27,94,0
10380,2144,55,0
10381,2035,76,1
10382,576,61,0
10383,276,30,0
10384,680,22,0
10385,1025,3,0
10386,794,29,0
10387,477,72,0
10388,1000,23,0
10389,894,1,0
10390,1266,36,0
10391,1084,40,0
10392,2191,66,0
10393,1712,41,0
10394,60,79,0
10395,2023,67,0
10396,1856,8,1
10397,731,40,0
10398,2050,50,0
10399,1048,42,0
10400,582,91,0
10401,1073,28,0
10402,332,46,0
10403,545,2,1
10404,636,40,0
10405,159,61,0
10406,1718,40,0
10407,1425,93,1
10408,1762,34,0
10409,2073,4,0
10410,758,55,0
10411,757,13,0
10412,1725,33,0
10413,1991,91,1
10414,22,60,1
10415,88,74,0
10416,2156,37,0
10417,2041,12,0
10418,415,72,0
10419,1224,54,0
10420,151,86,0
10421,1105,88,0
10422,643,10,0
10423,1255,90,0
10424,1363,78,0
10425,192,19,0
10426,1856,22,0
10427,922,71,0
10428,2074,88,0
10429,1473,93,0
10430,525,91,0
10431,719,89,0
10432,2061,11,0
10433,360,36,0
10434,72,71,0
10435,2089,81,1
10436,1877,26,0
10437,979,27,0
10438,974,22,0
10439,2097,25,0
10440,1405,17,0
10441,382,15,0
10442,270,51,0
10443,1962,38,0
10444,1887,76,0
10445,374,57,0
10446,419,35,1
10447,519,53,0
10448,1197,59,0
10449,724,15,0
10450,663,8,0
10451,94,93,0
10452,192,10,0
10453,1417,43,1
10454,439,83,0
10455,769,85,0
10456,1728,88,0
10457,1691,10,0
10458,157,26,0
10459,285,35,0
10460,57,50,0
10461,1046,87,1
10462,1776,14,1
10463,1627,46,1
10464,2216,5,0
10465,1306,32,0
10466,1671,41,0
10467,64,28,1
10468,176,13,0
10469,312,94,0
10470,1839,47,0
10471,1613,63,0
10472,483,40,0
10473,144,59,0
10474,1990,47,0
10475,1584,25,0
10476,412,33,0
10477,773,12,0
10478,1143,70,0
10479,839,98,0
10480,754,52,1
10481,1467,90,0
10482,914,45,1
10483,671,64,0
10484,1810,88,0
10485,1221,80,1
10486,734,99,0
10487,2038,32,0
10488,1044,15,0
10489,1851,18,0
10490,934,24,0
10491,552,73,0
10492,2195,1,0
10493,1536,52,1
10494,92,38,1
10495,227,31,1
10496,2190,79,1
10497,651,0,1
10498,640,28,1
10499,44,40,1
10500,1000,39,1
10501,1578,17,1
10502,1226,55,1
10503,810,40,0
10504,377,2,0
10505,2089,28,0
10506,96,55,0
10507,596,35,0
10508,1132,0,0
10509,635,90,0
10510,2199,18,0
10511,274,40,1
10512,27,2,0
10513,241,65,0
10514,1076,97,0
10515,995,64,1
10516,397,0,0
10517,1223,37,1
10518,389,90,0
10519,81,5,0
10520,1150,46,0
10521,1635,59,0
10522,1986,17,1
10523,329,4,1
10524,202,77,1
10525,1658,46,0
10526,1365,31,1
10527,810,60,0
10528,158,5,0
10529,1353,17,0
10530,1290,46,1
10531,2173,34,1
10532,2212,40,0
10533,60,12,0
10534,205,81,1
10535,1688,38,0
10536,325,71,0
10537,2207,44,0
10538,2154,9,0
10539,180,39,0
10540,119,40,0
10541,946,40,0
10542,871,94,0
10543,2209,16,0
10544,715,95,0
10545,1062,93,0
10546,2161,61,0
10547,31,95,0
10548,1697,28,0
10549,1908,95,0
10550,877,56,0
10551,1137,10,0
10552,417,98,0
10553,1863,22,1
10554,1878,51,1
10555,1503,42,0
10556,1291,8,0
10557,1367,51,0
10558,1107,97,0
10559,1792,23,0
10560,1261,29,0
10561,762,19,0
10562,1527,22,0
10563,1731,65,0
10564,1136,35,1
10565,1119,99,0
10566,42,92,1
10567,859,80,0
10568,1675,35,0
10569,1087,54,1
10570,843,46,0
10571,223,75,0
10572,1213,76,0
10573,2072,61,1
10574,1738,64,0
10575,801,88,1
10576,63,57,0
10577,1655,13,0
10578,423,36,0
10579,1937,34,1
10580,328,48,0
10581,1438,95,0
10582,106,44,0
10583,923,79,0
10584,1197,92,1
10585,643,20,0
10586,1775,11,0
10587,1875,13,0
10588,1354,44,0
10589,845,76,0
10590,1408,37,1
10591,591,45,0
10592,1922,87,1
10593,547,39,0
10594,200,95,0
10595,1386,65,0
10596,1968,47,1
10597,1101,24,0
10598,344,50,0
10599,2022,82,0
10600,1849,75,0
10601,1964,23,0
10602,2087,55,0
10603,1866,70,0
10604,1478,32,1
10605,1536,35,0
10606,88,60,1
10607,403,85,0
10608,1658,5,1
10609,99,50,1
10610,652,70,0
10611,2148,20,0
10612,120,20,0
10613,1840,34,1
10614,1339,49,0
10615,32,0,0
10616,160,90,0
10617,276,22,1
10618,726,55,0
10619,664,79,1
10620,876,58,0
10621,1037,20,1
10622,571,41,0
10623,1998,23,0
10624,1201,24,0
10625,49,55,1
10626,204,65,0
10627,919,42,1
10628,1181,94,0
10629,348,91,1
10630,973,58,0
10631,1850,58,0
10632,1451,49,0
10633,1942,33,0
10634,1869,2,0
10635,1969,67,0
10636,1949,81,0
10637,686,30,0
10638,1588,50,0
10639,682,32,0
10640,323,23,0
10641,90,30,1
10642,1933,23,0
10643,1274,5,0
10644,1944,48,1
10645,1722,72,0
10646,1302,10,0
10647,333,81,1
10648,760,52,1
10649,1771,80,0
10650,707,37,0
10651,1828,65,1
10652,1394,36,0
10653,255,71,0
10654,2043,28,0
10655,114,19,1
10656,88,15,0
10657,396,3,0
10658,212,97,0
10659,579,12,0
10660,68,17,0
10661,542,42,0
10662,139,53,1
10663,878,28,0
10664,2217,72,0
10665,868,57,0
10666,1446,66,1
10667,1090,85,1
10668,2158,50,0
10669,997,34,0
10670,510,96,0
10671,2012,39,0
10672,2193,7,0
10673,251,43,0
10674,1772,25,0
10675,2123,37,0
10676,304,3,0
10677,2109,33,0
10678,2230,29,1
10679,1399,75,1
10680,838,81,0
10681,1215,42,0
10682,563,38,0
10683,1203,33,0
10684,1081,59,0
10685,834,0,0
10686,512,66,0
10687,614,17,0
10688,1330,9,0
10689,875,12,0
10690,570,50,0
10691,1314,48,0
10692,941,47,1
10693,1225,68,1
10694,1810,5,1
10695,2228,28,1
10696,437,75,1
10697,287,48,0
10698,2098,7,0
10699,368,2,1
10700,1888,37,0
10701,570,88,0
10702,2193,20,1
10703,2086,73,0
10704,1946,16,0
10705,450,64,1
10706,169,24,0
10707,2103,0,1
10708,1087,2,0
10709,1798,81,1
10710,1410,43,1
10711,121,45,1
10712,1813,2,0
10713,2209,30,0
10714,2111,4,0
10715,802,64,1
10716,617,46,0
10717,366,58,1
10718,392,29,0
10719,198,67,0
10720,22,10,0
10721,2174,27,1
10722,1361,52,1
10723,1135,35,1
10724,270,26,0
10725,449,3,0
10726,1045,63,0
10727,387,47,0
10728,303,33,0
10729,524,56,1
10730,2063,57,1
10731,1341,83,1
10732,1105,80,0
10733,1038,59,0
10734,1027,42,0
10735,1098,15,0
10736,2238,83,0
10737,1203,65,0
10738,534,0,0
10739,831,37,1
10740,260,19,1
10741,2101,83,1
10742,731,24,0
10743,2187,7,0
10744,472,1,1
10745,2129,83,0
10746,729,86,0
10747,2061,79,0
10748,1914,28,0
10749,1712,29,0
10750,911,67,0
10751,487,7,0
10752,216,82,1
10753,1010,52,1
10754,446,2,0
10755,2021,87,1
10756,1640,30,0
10757,1674,23,1
10758,1459,64,0
10759,1818,47,0
10760,2200,73,0
10761,1751,58,0
10762,170,58,1
10763,731,67,0
10764,1528,86,0
10765,146,85,1
10766,967,7,1
10767,1415,73,1
10768,134,28,0
10769,274,47,0
10770,1794,14,0
10771,1,20,1
10772,1298,60,0
10773,707,78,0
10774,453,0,0
10775,556,36,0
10776,1718,70,0
10777,1559,36,0
10778,373,22,0
10779,2180,78,0
10780,1772,34,1
10781,1441,64,1
10782,1236,13,0
10783,1229,93,0
10784,2186,31,0
10785,1944,8,1
10786,194,27,0
10787,975,31,0
10788,1057,13,0
10789,2048,12,0
10790,1798,77,0
10791,1668,46,1
10792,2208,85,0
10793,2020,20,0
10794,1188,18,0
10795,766,6,0
10796,759,95,0
10797,1921,67,0
10798,212,78,0
10799,669,58,0
10800,2047,75,0
10801,1031,36,0
10802,1545,31,1
10803,1467,45,0
10804,1443,12,0
10805,1749,50,0
10806,235,27,1
10807,1622,73,0
10808,611,76,0
10809,2026,1,1
10810,1088,25,1
10811,738,32,0
10812,2079,12,0
10813,323,95,0
10814,1436,16,1
10815,373,90,0
10816,1263,17,0
10817,37,40,0
10818,882,41,0
10819,385,69,0
10820,2154,42,0
10821,1199,56,0
10822,174,42,0
10823,716,41,0
10824,1179,57,0
10825,2206,84,0
10826,803,2,0
10827,1018,24,0
10828,167,96,0
10829,1778,79,0
10830,1563,53,0
10831,877,1,0
10832,303,22,0
10833,1216,99,0
10834,2026,75,0
10835,356,77,0
10836,452,65,1
10837,2157,59,0
10838,824,72,0
10839,1586,33,0
10840,2129,8,0
10841,954,20,0
10842,189,0,0
10843,1840,76,0
10844,1373,61,0
10845,28,41,0
10846,918,14,0
10847,1578,83,0
10848,863,2,1
10849,404,49,0
10850,1586,72,0
10851,1818,34,1
10852,1292,80,1
10853,958,8,0
10854,1226,8,1
10855,1940,20,0
10856,1425,93,0
10857,1955,43,1
10858,1312,79,0
10859,957,76,0
10860,1074,16,0
10861,1043,64,1
10862,1966,59,0
10863,2057,10,0
10864,1812,57,1
10865,813,34,0
10866,1396,8,0
10867,414,76,0
10868,286,56,0
10869,2223,12,0
10870,605,83,0
10871,941,4,1
10872,2056,62,0
10873,1805,12,1
10874,2045,35,0
10875,293,85,1
10876,2084,53,0
10877,1309,35,0
10878,563,71,0
10879,700,21,0
10880,33,34,0
10881,163,14,0
10882,670,15,1
10883,145,7,0
10884,1503,63,1
10885,1645,88,0
10886,1461,67,0
10887,1762,25,0
10888,77,31,1
10889,121,65,1
10890,2139,75,0
10891,1848,27,1
10892,1828,1,0
10893,1341,72,0
10894,20,80,1
10895,1481,1,0
10896,955,85,1
10897,1731,81,0
10898,556,38,0
10899,1063,12,0
10900,129,47,1
10901,1003,4,0
10902,1627,69,0
10903,694,75,0
10904,1589,51,0
10905,1903,81,1
10906,160,29,0
10907,1637,55,1
10908,87,79,1
10909,1630,38,0
10910,2145,16,0
10911,952,25,0
10912,1447,77,1
10913,248,10,1
10914,1607,67,0
10915,549,29,0
10916,1961,11,0
10917,1257,54,1
10918,36,30,0
10919,1665,83,0
10920,657,47,0
10921,983,59,0
10922,1644,79,0
10923,1927,84,0
10924,1775,54,0
10925,647,50,1
10926,1788,5,0
10927,2193,99,0
10928,1468,6,0
10929,255,57,0
10930,2136,52,0
10931,605,14,0
10932,2186,81,0
10933,390,38,1
10934,950,51,0
10935,525,94,0
10936,1829,88,1
10937,440,92,0
10938,1565,95,0
10939,512,92,0
10940,414,20,0
10941,680,90,0
10942,149,3,0
10943,1392,0,1
10944,849,80,0
10945,46,84,0
10946,453,84,0
10947,1757,7,0
10948,1177,50,0
10949,1075,95,0
10950,666,56,0
10951,617,4,1
10952,925,93,0
10953,1324,50,0
10954,1856,34,1
10955,145,48,0
10956,1025,3,0
10957,2044,13,1
10958,1720,61,0
10959,2048,9,0
10960,1306,6,0
10961,296,88,0
10962,373,67,0
10963,2131,29,1
10964,1623,80,0
10965,394,0,1
10966,1210,77,0
10967,937,69,0
10968,141,77,0
10969,1567,34,0
10970,1756,95,0
10971,518,29,0
10972,1811,25,0
10973,1610,98,1
10974,898,73,1
10975,529,48,0
10976,375,35,0
10977,1418,49,0
10978,361,71,0
10979,1801,66,0
10980,823,64,0
10981,184,92,0
10982,567,0,0
10983,2228,62,1
10984,1106,76,0
10985,290,26,0
10986,1587,67,1
10987,564,43,0
10988,1037,60,1
10989,1117,91,0
10990,445,97,0
10991,953,61,0
10992,489,20,0
10993,306,16,0
10994,180,37,0
10995,1015,84,0
10996,1498,44,0
10997,21,93,1
10998,733,19,1
10999,1656,88,0
11000,1368,44,0
11001,1438,44,1
11002,761,16,0
11003,1146,87,0
11004,845,94,0
11005,727,12,0
11006,556,10,0
11007,370,88,0
11008,1423,50,1
11009,330,20,0
11010,1758,95,1
11011,1928,71,0
11012,1082,53,0
11013,78,7,0
11014,1079,9,0
11015,1148,91,1
11016,414,26,0
11017,925,90,0
11018,817,95,1
11019,1244,86,0
11020,368,97,0
11021,1118,62,0
11022,1381,16,0
11023,332,14,0
11024,1955,44,0
11025,1488,83,0
11026,365,88,1
11027,11,60,0
11028,1457,6,0
11029,932,89,1
11030,851,91,0
11031,2206,43,0
11032,1949,36,0
11033,1336,80,1
11034,877,17,0
11035,1749,97,0
11036,1713,41,0
11037,1633,67,1
11038,685,3,0
11039,1163,60,0
11040,694,85,1
11041,1616,35,0
11042,1897,35,1
11043,35,6,1
11044,1684,94,1
11045,584,81,1
11046,0,35,0
11047,1031,36,0
11048,201,29,0
11049,1166,78,0
11050,1183,30,1
11051,999,56,0
11052,2006,10,0
11053,1201,54,1
11054,1910,17,1
11055,1075,98,0
11056,1887,58,1
11057,984,29,0
11058,968,45,1
11059,241,34,0
11060,358,98,0
11061,425,71,0
11062,490,50,0
11063,190,23,0
11064,1202,15,0
11065,302,74,0
11066,710,90,0
11067,1531,88,0
11068,1130,47,0
11069,186,96,0
11070,1897,0,0
11071,235,9,0
11072,142,44,1
11073,2148,80,0
11074,1326,47,0
11075,1876,42,0
11076,806,73,1
11077,2062,53,0
11078,1726,2,1
11079,1864,53,1
11080,1197,67,0
11081,868,16,0
11082,2209,41,0
11083,2023,37,0
11084,1486,51,1
11085,1448,64,0
11086,264,48,0
11087,937,73,1
11088,1306,46,0
11089,2223,14,0
11090,1271,57,0
11091,1168,36,1
11092,1085,13,0
11093,503,16,0
11094,700,13,0
11095,151,60,0
11096,2218,80,1
11097,1231,79,0
11098,1057,47,0
11099,1590,30,0
11100,727,87,0
11101,682,30,0
11102,611,43,1
11103,1673,85,0
11104,1949,69,1
11105,1284,32,1
11106,1964,20,0
11107,1454,69,1
11108,1501,46,0
11109,1424,71,0
11110,1101,75,0
11111,1190,54,0
11112,94,95,1
11113,514,77,0
11114,1924,12,0
11115,88,60,0
11116,912,55,1
11117,1297,17,0
11118,1401,21,0
11119,231,48,0
11120,700,55,1
11121,391,48,1
11122,840,11,0
11123,1648,77,0
11124,1931,52,0
11125,2151,43,0
11126,882,46,1
11127,2127,49,1
11128,1986,19,0
11129,2022,69,1
11130,1545,66,0
11131,389,4,0
11132,2084,80,0
11133,2219,34,1
11134,903,76,0
11135,2126,71,0
11136,991,78,1
11137,1494,87,0
11138,186,27,1
11139,1699,75,1
11140,1035,62,0
11141,374,13,0
11142,264,4,0
11143,2182,61,1
11144,437,69,0
11145,2063,53,0
11146,2063,4,0
11147,1585,77,0
11148,688,70,1
11149,1917,53,1
11150,154,35,1
11151,2000,30,0
11152,917,9,1
11153,1307,71,1
11154,857,93,0
11155,751,51,1
11156,505,13,0
11157,2142,3,0
11158,367,40,0
11159,1959,86,1
11160,1301,54,0
11161,1929,3,0
11162,1495,60,0
11163,571,2,0
11164,966,17,0
11165,1805,94,0
11166,2168,83,1
11167,1073,9,0
11168,1052,96,1
11169,940,3,0
11170,651,56,0
11171,1304,15,0
11172,88,39,0
11173,382,94,0
11174,1234,24,0
11175,982,77,0
11176,382,26,1
11177,518,78,0
11178,653,43,1
11179,832,7,0
11180,285,24,0
11181,638,77,1
11182,1269,65,0
11183,69,12,0
11184,547,27,0
11185,1224,61,0
11186,873,55,0
11187,343,79,0
11188,2106,12,1
11189,1853,89,0
11190,675,55,0
11191,1156,60,0
11192,1176,93,0
11193,159,35,0
11194,2181,29,0
11195,302,38,0
11196,259,2,0
11197,491,46,0
11198,421,58,0
11199,2215,28,0
11200,1818,47,0
11201,153,18,0
11202,1345,88,1
11203,1135,42,0
11204,2129,51,0
11205,1285,2,0
11206,728,48,0
11207,1450,56,1
11208,1817,22,0
11209,821,19,0
11210,1056,11,0
11211,214,5,0
11212,433,44,0
11213,333,60,1
11214,431,81,1
11215,1334,35,0
11216,1655,34,1
11217,1607,40,0
11218,1157,65,0
11219,509,47,0
11220,1742,32,0
11221,226,4,0
11222,1952,35,1
11223,1180,95,0
11224,1570,28,0
11225,1624,21,0
11226,1477,64,0
11227,1627,7,0
11228,734,4,0
11229,2179,74,1
11230,1523,74,1
11231,738,28,0
11232,1318,72,1
11233,1829,6,1
11234,1226,91,1
11235,479,6,0
11236,1889,92,0
11237,1857,39,0
11238,1227,17,0
11239,517,92,0
11240,223,42,0
11241,1193,29,0
11242,181,27,0
11243,1020,74,1
11244,1735,16,0
11245,1161,32,0
11246,848,12,1
11247,417,22,0
11248,207,45,0
11249,725,27,0
11250,1692,61,0
11251,1568,65,0
11252,1394,18,0
11253,1362,56,1
11254,2027,8,0
11255,701,30,0
11256,1084,92,1
11257,1520,57,0
11258,1280,81,0
11259,1379,45,0
11260,209,75,0
11261,840,34,0
11262,2196,50,0
11263,1986,55,0
11264,1650,94,0
11265,1964,55,1
11266,1892,42,0
11267,694,57,0
11268,589,33,1
11269,170,64,0
11270,414,39,0
11271,1680,13,0
11272,1621,87,0
11273,2035,40,1
11274,1298,45,0
11275,1414,77,1
11276,1224,88,1
11277,146,65,0
11278,1154,16,0
11279,94,66,0
11280,2140,7,0
11281,1429,62,0
11282,18,64,0
11283,1910,50,0
11284,2081,4,0
11285,320,78,0
11286,1616,56,0
11287,1087,34,0
11288,988,84,1
11289,19,11,1
11290,924,20,0
11291,1046,21,0
11292,1104,99,0
11293,379,46,1
11294,784,38,0
11295,2084,39,0
11296,1869,21,0
11297,2204,57,0
11298,1727,92,1
11299,645,17,1
11300,1779,64,1
11301,1577,30,1
11302,2157,3,0
11303,588,44,1
11304,980,9,1
11305,2230,5,0
11306,2179,40,0
11307,1899,53,0
11308,1226,76,0
11309,1010,36,0
11310,1491,9,0
11311,982,19,1
11312,2059,27,0
11313,683,88,0
11314,1758,87,0
11315,250,60,1
11316,407,0,1
11317,1921,20,0
11318,1056,63,0
11319,575,73,1
11320,318,21,0
11321,2156,40,0
11322,1192,0,1
11323,811,77,0
11324,677,44,0
11325,484,81,0
11326,62,8,0
11327,1145,51,0
11328,652,71,0
11329,1,17,0
11330,1480,82,0
11331,1901,97,1
11332,329,55,1
11333,1523,69,0
11334,1496,69,0
11335,2164,61,1
11336,856,44,0
11337,1399,93,0
11338,1317,56,1
11339,719,10,0
11340,1033,46,0
11341,785,30,0
11342,83,89,1
11343,1573,74,0
11344,1376,96,0
11345,1540,46,1
11346,1664,88,1
11347,135,61,0
11348,827,69,0
11349,977,29,0
11350,1455,69,1
11351,77,12,0
11352,209,29,0
11353,502,72,1
11354,1136,28,0
11355,117,35,0
11356,471,70,0
11357,2116,95,0
11358,1450,63,0
11359,501,20,0
11360,1779,37,0
11361,1048,56,0
11362,1772,5,0
11363,2075,33,0
11364,907,91,0
11365,1585,50,0
11366,15,2,0
11367,929,94,0
11368,1576,18,0
11369,98,28,0
11370,1675,60,0
11371,48,28,0
11372,648,0,0
11373,1054,19,1
11374,521,59,0
11375,443,30,1
11376,182,47,0
11377,936,83,1
11378,110,51,0
11379,969,51,0
11380,1576,84,0
11381,1820,46,0
11382,652,81,1
11383,711,99,0
11384,1438,40,1
11385,1103,1,0
11386,1358,88,0
11387,349,72,0
11388,1793,55,0
11389,1562,53,0
11390,1175,82,0
11391,1237,82,0
11392,947,29,0
11393,659,92,0
11394,2099,35,0
11395,471,87,0
11396,1472,53,1
11397,1025,36,0
11398,1191,89,1
11399,1953,73,0
11400,1422,92,0
11401,1132,96,0
11402,2109,36,0
11403,1468,50,1
11404,1480,67,0
11405,1649,55,0
11406,1395,32,0
11407,291,96,0
11408,1520,90,0
11409,2125,90,0
11410,762,98,0
11411,944,38,1
11412,2033,83,0
11413,670,29,0
11414,411,87,0
11415,1170,47,0
11416,1625,98,0
11417,1099,33,0
11418,518,49,0
11419,113,44,0
11420,443,28,0
11421,1477,42,0
11422,291,56,0
11423,1477,42,0
11424,1499,98,1
11425,257,44,0
11426,1238,90,0
11427,1260,60,0
11428,996,30,0
11429,1801,78,1
11430,1946,70,0
11431,101,19,1
11432,442,13,0
11433,2010,68,0
11434,829,75,0
11435,1692,39,1
11436,1385,97,0
11437,1060,87,0
11438,208,42,0
11439,71,65,0
11440,184,38,0
11441,2037,40,0
11442,2051,34,1
11443,1686,64,0
11444,759,54,0
11445,756,51,1
11446,695,17,0
11447,1983,86,0
11448,121,30,0
11449,156,67,0
11450,1413,6,0
11451,696,42,0
11452,2223,58,0
11453,865,42,0
11454,476,82,0
11455,49,36,0
11456,1454,3,0
11457,1027,70,0
11458,1126,29,0
11459,1421,64,0
11460,1949,23,1
11461,50,46,0
11462,208,78,0
11463,1699,18,0
11464,351,29,1
11465,1499,96,0
11466,877,91,0
11467,2090,92,0
11468,405,85,1
11469,1256,10,0
11470,1447,6,0
11471,1227,29,0
11472,1449,89,1
11473,1928,93,0
11474,1122,98,0
11475,282,23,0
11476,2205,74,0
11477,1556,38,0
11478,1372,47,1
11479,1182,10,0
11480,1452,42,0
11481,1572,92,0
11482,397,31,1
11483,1129,21,0
11484,163,98,0
11485,2014,46,0
11486,479,51,0
11487,817,61,0
11488,76,83,0
11489,1968,1,1
11490,2014,30,0
11491,2236,6,0
11492,1469,32,0
11493,183,2,0
11494,1745,62,0
11495,290,90,0
11496,1623,37,1
11497,296,99,0
11498,1025,46,0
11499,169,32,0
11500,1163,21,0
11501,1676,77,1
11502,1751,46,1
11503,451,54,0
11504,1013,47,1
11505,1727,4,0
11506,2065,30,0
11507,557,6,0
11508,138,37,1
11509,1174,44,1
11510,739,48,0
11511,668,32,0
11512,2120,74,0
11513,1211,55,0
11514,1293,16,0
11515,1128,58,1
11516,107,25,0
11517,170,31,0
11518,794,83,0
11519,137,48,0
11520,74,26,0
11521,1934,0,0
11522,572,41,0
11523,665,96,1
11524,447,36,0
11525,2055,76,0
11526,1793,84,0
11527,1476,11,1
11528,1682,56,0
11529,1502,60,0
11530,53,3,0
11531,527,11,1
11532,362,91,0
11533,507,5,0
11534,27,62,0
11535,1780,60,0
11536,1509,68,0
11537,646,1,0
11538,267,1,0
11539,2237,36,0
11540,826,84,0
11541,1973,97,1
11542,1948,43,0
11543,1967,43,0
11544,2178,65,0
11545,36,3,0
11546,705,60,0
11547,1749,14,0
11548,216,44,1
11549,1348,32,0
11550,198,85,0
11551,310,27,1
11552,430,15,0
11553,861,55,0
11554,1370,80,0
11555,1110,54,0
11556,1777,5,0
11557,2052,67,1
11558,1482,67,0
11559,1263,54,0
11560,1007,96,0
11561,639,26,0
11562,1037,8,1
11563,1860,66,0
11564,1850,10,0
11565,1430,61,0
11566,1406,76,0
11567,1139,35,0
11568,1276,63,0
11569,1559,90,0
11570,406,58,0
11571,52,34,1
11572,328,42,0
11573,1800,12,1
11574,648,47,1
11575,1061,98,0
11576,1815,20,0
11577,2172,5,0
11578,1251,48,0
11579,1104,40,0
11580,1214,25,0
11581,472,52,0
11582,687,86,0
11583,2027,51,1
11584,953,85,0
11585,2086,60,1
11586,898,6,0
11587,2023,51,0
11588,1790,86,0
11589,1254,13,0
11590,1779,80,1
11591,1147,82,1
11592,1069,5,0
11593,687,51,1
11594,2213,8,0
11595,430,98,1
11596,790,4,0
11597,1843,62,1
11598,1571,74,0
11599,1738,5,0
11600,551,3,0
11601,338,48,0
11602,2121,70,1
11603,534,84,1
11604,338,6,0
11605,103,20,0
11606,1969,33,1
11607,1285,56,1
11608,735,97,0
11609,1426,82,0
11610,806,2,0
11611,1937,45,0
11612,102,10,0
11613,1169,29,0
11614,316,33,0
11615,1842,54,0
11616,1117,28,0
11617,571,81,1
11618,1948,34,1
11619,1754,3,0
11620,1598,57,0
11621,721,54,0
11622,252,36,0
11623,1306,82,0
11624,1301,98,0
11625,81,38,0
11626,1822,84,0
11627,906,74,1
11628,378,65,0
11629,633,49,0
11630,1189,54,1
11631,1809,78,0
11632,1549,27,0
11633,1407,94,0
11634,1731,63,0
11635,395,32,0
11636,92,21,1
11637,420,97,0
11638,1590,74,0
11639,2050,18,0
11640,1211,24,0
11641,895,78,1
11642,540,27,0
11643,1249,42,0
11644,246,99,0
11645,2051,87,1
11646,535,40,1
11647,1335,65,0
11648,5,73,1
11649,1050,88,0
11650,513,22,0
11651,1144,42,0
11652,161,61,1
11653,753,12,0
11654,257,50,0
11655,1617,6,1
11656,1558,57,0
11657,412,85,0
11658,2222,29,0
11659,2020,0,0
11660,437,82,0
11661,273,82,0
11662,677,3,1
11663,862,99,0
11664,434,56,0
11665,1826,31,0
11666,230,60,0
11667,353,34,0
11668,1534,17,1
11669,531,12,0
11670,2034,27,0
11671,502,40,0
11672,91,69,0
11673,1885,46,1
11674,399,24,1
11675,1969,21,1
11676,394,11,0
11677,1027,80,0
11678,341,39,0
11679,834,37,0
11680,1055,21,0
11681,894,39,0
11682,1598,43,0
11683,1758,1,0
11684,1911,95,1
11685,984,7,0
11686,170,74,0
11687,214,30,1
11688,1468,50,1
11689,98,62,1
11690,1621,36,0
11691,963,38,0
11692,1384,4,0
11693,1934,4,0
11694,1294,75,1
11695,557,62,1
11696,537,6,0
11697,1259,28,1
11698,1549,68,0
11699,1785,48,0
11700,1588,68,0
11701,11,11,0
11702,650,80,0
11703,985,58,0
11704,64,95,0
11705,367,25,0
11706,2120,43,0
11707,1786,6,0
11708,4,4,0
11709,1862,51,0
11710,740,51,0
11711,567,40,0
11712,313,35,0
11713,602,26,0
11714,106,7,0
11715,1513,16,0
11716,120,6,1
11717,2101,77,1
11718,1061,48,0
11719,531,18,0
11720,1058,38,0
11721,2237,41,0
11722,1721,22,1
11723,1171,86,0
11724,1507,90,1
11725,716,28,1
11726,664,17,0
11727,1125,42,0
11728,1192,93,0
11729,529,31,1
11730,1086,36,0
11731,2040,24,0
11732,162,79,0
11733,1504,32,1
11734,1200,49,1
11735,469,84,0
11736,1263,72,1
11737,2150,74,1
11738,2195,34,1
11739,196,71,0
11740,840,36,0
11741,498,13,0
11742,2057,44,0
11743,2107,94,0
11744,281,46,0
11745,240,11,0
11746,634,32,1
11747,2026,51,0
11748,156,51,1
11749,1172,55,1
11750,353,54,0
11751,2041,89,1
11752,1165,59,0
11753,523,20,0
11754,1779,78,1
11755,140,15,0
11756,295,47,1
11757,780,12,0
11758,854,57,1
